CONSTRUCTOR_NAME;DRIVERID;DRIVER_NAME;DRIVER_NATIONALITY;ROUND;SEASON;CUIRCIT;CIRCUIT_NAME;LOCATION;COUNTRY;GRID;POSITION;STATUS;POINTS;LAPS;TIME;TIME_IN_MILLISECONDS;Q1_IN_MILLISECONDS;Q2_IN_MILLISECONDS;Q3_IN_MILLISECONDS;PIT_COUNT;AVG_PIT_DURATION;TOTAL_PIT_TIME
McLaren;1;Lewis Hamilton;British;1;2011;1;Albert Park Grand Prix Circuit;Melbourne;Australia;2;2;Finished;18.0;58;+22.297;5392556;1884000;2035000;1747000;2;23.213;46.426
McLaren;18;Jenson Button;British;1;2011;1;Albert Park Grand Prix Circuit;Melbourne;Australia;4;6;Finished;8.0;58;+54.304;5424563;2386000;2397000;2219000;3;20.9503;62.851
McLaren;18;Jenson Button;British;2;2011;2;Sepang International Circuit;Kuala Lumpur;Malaysia;4;2;Finished;18.0;56;+3.261;5863093;2253000;2669000;2300000;3;22.4513;67.354
McLaren;1;Lewis Hamilton;British;2;2011;2;Sepang International Circuit;Kuala Lumpur;Malaysia;2;8;Finished;4.0;56;+1:09.957;5929789;3021000;2952000;3014000;4;23.2527;93.011
McLaren;1;Lewis Hamilton;British;3;2011;17;Shanghai International Circuit;Shanghai;China;3;1;Finished;25.0;56;1:36:58.226;5818226;2251000;2526000;2503000;3;20.6593;61.978
McLaren;18;Jenson Button;British;3;2011;17;Shanghai International Circuit;Shanghai;China;2;4;Finished;12.0;56;+10.000;5828226;3024000;2702000;2461000;3;21.9247;65.774
McLaren;1;Lewis Hamilton;British;4;2011;5;Istanbul Park;Istanbul;Turkey;4;4;Finished;12.0;58;+40.232;5457790;1711000;1626000;2095000;4;24.9093;99.637
McLaren;18;Jenson Button;British;4;2011;5;Istanbul Park;Istanbul;Turkey;6;6;Finished;8.0;58;+59.431;5476989;1994000;2045000;2482000;3;21.808;65.424
McLaren;1;Lewis Hamilton;British;5;2011;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;3;2;Finished;18.0;66;+0.630;5943931;1810000;1468000;2221000;4;20.3642;81.457
McLaren;18;Jenson Button;British;5;2011;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;5;3;Finished;15.0;66;+35.697;5978998;1868000;1370000;2256000;3;20.295;60.885
McLaren;18;Jenson Button;British;6;2011;6;Circuit de Monaco;Monte-Carlo;Monaco;2;3;Finished;15.0;78;+2.378;7780751;1297000;1385000;1777000;3;25.457;76.371
McLaren;1;Lewis Hamilton;British;6;2011;6;Circuit de Monaco;Monte-Carlo;Monaco;9;6;Finished;8.0;78;+27.210;7805583;1107000;1115000;1180000;3;25.923;77.769
McLaren;18;Jenson Button;British;7;2011;7;Circuit Gilles Villeneuve;Montreal;Canada;7;1;Finished;25.0;70;4:04:39.537;14679537;1214000;1735000;1618000;6;23.5112;141.067
McLaren;1;Lewis Hamilton;British;8;2011;12;Valencia Street Circuit;Valencia;Spain;3;4;Finished;12.0;57;+46.190;6022359;2584000;2947000;2600000;3;20.529;61.587
McLaren;18;Jenson Button;British;8;2011;12;Valencia Street Circuit;Valencia;Spain;6;6;Finished;8.0;57;+1:00.065;6036234;2793000;2969000;2865000;3;20.6003;61.801
McLaren;1;Lewis Hamilton;British;9;2011;9;Silverstone Circuit;Silverstone;UK;10;4;Finished;12.0;52;+28.986;5350182;2561000;2425000;2296000;3;24.1683;72.505
McLaren;1;Lewis Hamilton;British;10;2011;20;Nürburgring;Nürburg;Germany;2;1;Finished;25.0;60;1:37:30.334;5850334;2854000;2798000;1934000;3;20.627;61.881
McLaren;18;Jenson Button;British;11;2011;11;Hungaroring;Budapest;Hungary;3;1;Finished;25.0;70;1:46:42.337;6402337;1358000;1778000;1224000;3;20.9657;62.897
McLaren;1;Lewis Hamilton;British;11;2011;11;Hungaroring;Budapest;Hungary;2;4;Finished;12.0;70;+48.338;6450675;1896000;1365000;2118000;6;19.8667;119.2
McLaren;18;Jenson Button;British;12;2011;13;Circuit de Spa-Francorchamps;Spa;Belgium;13;3;Finished;15.0;44;+9.669;5214562;873000;450000;;3;23.1473;69.442
McLaren;18;Jenson Button;British;13;2011;14;Autodromo Nazionale di Monza;Monza;Italy;3;2;Finished;18.0;53;+9.590;4855762;1453000;1411000;2097000;2;21.8775;43.755
McLaren;1;Lewis Hamilton;British;13;2011;14;Autodromo Nazionale di Monza;Monza;Italy;2;4;Finished;12.0;53;+17.417;4863589;2356000;1552000;2045000;2;21.9795;43.959
McLaren;18;Jenson Button;British;14;2011;15;Marina Bay Street Circuit;Marina Bay;Singapore;3;2;Finished;18.0;61;+1.737;7148494;3716000;3172000;3444000;3;30.1317;90.395
McLaren;1;Lewis Hamilton;British;14;2011;15;Marina Bay Street Circuit;Marina Bay;Singapore;4;5;Finished;10.0;61;+1:07.766;7214523;2834000;3589000;3449000;5;29.7044;148.522
McLaren;18;Jenson Button;British;15;2011;22;Suzuka Circuit;Suzuka;Japan;2;1;Finished;25.0;53;1:30:53.427;5453427;2867000;2294000;2275000;3;20.935;62.805
McLaren;1;Lewis Hamilton;British;15;2011;22;Suzuka Circuit;Suzuka;Japan;3;5;Finished;10.0;53;+24.268;5477695;2763000;1999000;2417000;3;21.7347;65.204
McLaren;1;Lewis Hamilton;British;16;2011;35;Korean International Circuit;Yeongam County;Korea;1;2;Finished;18.0;55;+12.019;5894013;2745000;2686000;2920000;2;20.715;41.43
McLaren;18;Jenson Button;British;16;2011;35;Korean International Circuit;Yeongam County;Korea;3;4;Finished;12.0;55;+14.694;5896688;3149000;2522000;2286000;2;20.762;41.524
McLaren;18;Jenson Button;British;17;2011;68;Buddh International Circuit;Uttar Pradesh;India;4;2;Finished;18.0;60;+8.433;5443435;1785000;1799000;2390000;2;21.465;42.93
McLaren;1;Lewis Hamilton;British;17;2011;68;Buddh International Circuit;Uttar Pradesh;India;5;7;Finished;6.0;60;+1:24.183;5519185;2123000;1519000;1914000;3;23.965;71.895
McLaren;1;Lewis Hamilton;British;18;2011;24;Yas Marina Circuit;Abu Dhabi;UAE;2;1;Finished;25.0;55;1:37:11.886;5831886;3122000;2714000;2902000;2;19.3945;38.789
McLaren;18;Jenson Button;British;18;2011;24;Yas Marina Circuit;Abu Dhabi;UAE;3;3;Finished;15.0;55;+25.881;5857767;2627000;2437000;2911000;2;20.6045;41.209
McLaren;18;Jenson Button;British;19;2011;18;Autódromo José Carlos Pace;São Paulo;Brazil;3;3;Finished;15.0;71;+27.638;5565102;1061000;1540000;1003000;3;21.542;64.626
McLaren;18;Jenson Button;British;1;2012;1;Albert Park Grand Prix Circuit;Melbourne;Australia;2;1;Finished;25.0;58;1:34:09.565;5649565;2392000;2163000;1574000;2;23.056;46.112
McLaren;1;Lewis Hamilton;British;1;2012;1;Albert Park Grand Prix Circuit;Melbourne;Australia;1;3;Finished;15.0;58;+4.075;5653640;2360000;2126000;2362000;2;23.163;46.326
McLaren;1;Lewis Hamilton;British;2;2012;2;Sepang International Circuit;Kuala Lumpur;Malaysia;1;3;Finished;15.0;56;+14.591;9906403;3033000;2326000;2379000;3;26.19;78.57
McLaren;18;Jenson Button;British;2;2012;2;Sepang International Circuit;Kuala Lumpur;Malaysia;2;14;Finished;0.0;56;+1:19.719;9971531;2795000;3088000;2528000;5;26.746;133.73
McLaren;18;Jenson Button;British;3;2012;17;Shanghai International Circuit;Shanghai;China;5;2;Finished;18.0;56;+20.626;5807555;2906000;3042000;2351000;3;22.5517;67.655
McLaren;1;Lewis Hamilton;British;3;2012;17;Shanghai International Circuit;Shanghai;China;7;3;Finished;15.0;56;+26.012;5812941;2923000;3002000;2726000;3;20.5903;61.771
McLaren;1;Lewis Hamilton;British;4;2012;3;Bahrain International Circuit;Sakhir;Bahrain;2;8;Finished;4.0;57;+58.984;5769974;2853000;2189000;2440000;3;27.553;82.659
McLaren;1;Lewis Hamilton;British;5;2012;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;24;8;Finished;4.0;66;+1:18.140;6027285;1903000;1785000;1967000;2;20.9715;41.943
McLaren;18;Jenson Button;British;5;2012;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;10;9;Finished;2.0;66;+1:25.246;6034391;1890000;2264000;;3;20.4273;61.282
McLaren;1;Lewis Hamilton;British;6;2012;6;Circuit de Monaco;Monte-Carlo;Monaco;3;5;Finished;10.0;78;+4.101;6370658;1023000;1066000;1423000;1;25.748;25.748
McLaren;1;Lewis Hamilton;British;7;2012;7;Circuit Gilles Villeneuve;Montreal;Canada;2;1;Finished;25.0;70;1:32:29.586;5549586;1731000;1211000;927000;2;21.9525;43.905
McLaren;18;Jenson Button;British;8;2012;12;Valencia Street Circuit;Valencia;Spain;9;8;Finished;4.0;57;+24.653;6281302;2962000;2843000;3081000;2;19.943;39.886
McLaren;1;Lewis Hamilton;British;9;2012;9;Silverstone Circuit;Silverstone;UK;8;8;Finished;4.0;52;+36.463;5147751;3253000;4137000;3723000;2;24.7505;49.501
McLaren;18;Jenson Button;British;9;2012;9;Silverstone Circuit;Silverstone;UK;16;10;Finished;1.0;52;+44.444;5155732;2924000;;;2;24.95;49.9
McLaren;18;Jenson Button;British;10;2012;10;Hockenheimring;Hockenheim;Germany;6;2;Finished;18.0;67;+6.949;5472811;1467000;2939000;2753000;2;17.349;34.698
McLaren;1;Lewis Hamilton;British;11;2012;11;Hungaroring;Budapest;Hungary;1;1;Finished;25.0;69;1:41:05.503;6065503;2054000;1320000;2153000;2;19.7475;39.495
McLaren;18;Jenson Button;British;11;2012;11;Hungaroring;Budapest;Hungary;4;6;Finished;8.0;69;+30.243;6095746;1348000;1878000;1843000;3;19.6153;58.846
McLaren;18;Jenson Button;British;12;2012;13;Circuit de Spa-Francorchamps;Spa;Belgium;1;1;Finished;25.0;44;1:29:08.530;5348530;3190000;3474000;3393000;1;19.668;19.668
McLaren;1;Lewis Hamilton;British;13;2012;14;Autodromo Nazionale di Monza;Monza;Italy;1;1;Finished;25.0;53;1:19:41.221;4781221;1651000;1834000;1450000;1;20.736;20.736
McLaren;18;Jenson Button;British;14;2012;15;Marina Bay Street Circuit;Marina Bay;Singapore;4;2;Finished;18.0;59;+8.959;7235103;3321000;3481000;3699000;2;29.8405;59.681
McLaren;18;Jenson Button;British;15;2012;22;Suzuka Circuit;Suzuka;Japan;8;4;Finished;12.0;53;+25.098;5361340;2057000;2632000;2150000;2;20.666;41.332
McLaren;1;Lewis Hamilton;British;15;2012;22;Suzuka Circuit;Suzuka;Japan;9;5;Finished;10.0;53;+46.490;5382732;2041000;2041000;2247000;2;20.471;40.942
McLaren;1;Lewis Hamilton;British;16;2012;35;Korean International Circuit;Yeongam County;Korea;3;10;Finished;1.0;55;+79.692;5868343;2520000;2280000;2689000;3;19.954;59.862
McLaren;1;Lewis Hamilton;British;17;2012;68;Buddh International Circuit;Uttar Pradesh;India;3;4;Finished;12.0;60;+13.909;5484653;2076000;2316000;2044000;1;20.852;20.852
McLaren;18;Jenson Button;British;17;2012;68;Buddh International Circuit;Uttar Pradesh;India;4;5;Finished;10.0;60;+26.266;5497010;2124000;1967000;2159000;1;21.509;21.509
McLaren;18;Jenson Button;British;18;2012;24;Yas Marina Circuit;Abu Dhabi;UAE;5;4;Finished;12.0;55;+7.787;6366454;2862000;3333000;2750000;1;19.455;19.455
McLaren;1;Lewis Hamilton;British;19;2012;69;Circuit of the Americas;Austin;USA;2;1;Finished;25.0;56;1:35:55.269;5755269;2278000;2955000;2866000;1;20.814;20.814
McLaren;18;Jenson Button;British;19;2012;69;Circuit of the Americas;Austin;USA;12;5;Finished;10.0;56;+56.432;5811701;2785000;2836000;;1;21.445;21.445
McLaren;18;Jenson Button;British;20;2012;18;Autódromo José Carlos Pace;São Paulo;Brazil;2;1;Finished;25.0;71;1:45:22.656;6322656;1356000;1295000;1233000;2;21.503;43.006
McLaren;18;Jenson Button;British;1;2013;1;Albert Park Grand Prix Circuit;Melbourne;Australia;10;9;Finished;2.0;58;+1:21.630;5484855;3328000;2804000;2157000;3;22.4637;67.391
McLaren;815;Sergio Perez;Mexican;1;2013;1;Albert Park Grand Prix Circuit;Melbourne;Australia;15;11;Finished;0.0;58;+1:23.367;5486592;3040000;3240000;;3;22.462;67.386
McLaren;815;Sergio Perez;Mexican;2;2013;2;Sepang International Circuit;Kuala Lumpur;Malaysia;9;9;Finished;2.0;56;+1:12.357;6009038;2922000;2562000;3376000;4;21.2952;85.181
McLaren;18;Jenson Button;British;3;2013;17;Shanghai International Circuit;Shanghai;China;8;5;Finished;10.0;56;+35.285;5822230;2827000;2884000;973000;2;19.88;39.76
McLaren;815;Sergio Perez;Mexican;3;2013;17;Shanghai International Circuit;Shanghai;China;12;11;Finished;0.0;56;+1:03.860;5850805;3112000;2474000;;2;20.111;40.222
McLaren;815;Sergio Perez;Mexican;4;2013;3;Bahrain International Circuit;Sakhir;Bahrain;12;6;Finished;8.0;57;+35.998;5796496;2350000;2894000;;3;21.317;63.951
McLaren;18;Jenson Button;British;4;2013;3;Bahrain International Circuit;Sakhir;Bahrain;10;10;Finished;1.0;57;+46.631;5807129;2111000;2682000;;4;21.9782;87.913
McLaren;18;Jenson Button;British;5;2013;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;14;8;Finished;4.0;66;+1:19.506;6036102;1546000;1675000;;3;19.0987;57.296
McLaren;815;Sergio Perez;Mexican;5;2013;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;8;9;Finished;2.0;66;+1:21.738;6038334;1496000;2050000;1389000;4;19.9217;79.687
McLaren;18;Jenson Button;British;6;2013;6;Circuit de Monaco;Monte-Carlo;Monaco;9;6;Finished;8.0;78;+23.103;8295159;2124000;1440000;1547000;1;24.585;24.585
McLaren;18;Jenson Button;British;8;2013;9;Silverstone Circuit;Silverstone;UK;10;13;Finished;0.0;52;+25.969;5605425;2839000;2509000;;2;24.551;49.102
McLaren;18;Jenson Button;British;9;2013;20;Nürburgring;Nürburg;Germany;9;6;Finished;8.0;60;+27.996;6102707;2041000;2069000;;2;20.252;40.504
McLaren;815;Sergio Perez;Mexican;9;2013;20;Nürburgring;Nürburg;Germany;13;8;Finished;4.0;60;+38.306;6113017;2358000;2733000;;2;20.4325;40.865
McLaren;18;Jenson Button;British;10;2013;11;Hungaroring;Budapest;Hungary;13;7;Finished;6.0;70;+53.819;6203264;1391000;1977000;;2;22.3015;44.603
McLaren;18;Jenson Button;British;11;2013;13;Circuit de Spa-Francorchamps;Spa;Belgium;6;6;Finished;8.0;44;+40.794;5062990;361000;3521000;255000;2;22.891;45.782
McLaren;815;Sergio Perez;Mexican;11;2013;13;Circuit de Spa-Francorchamps;Spa;Belgium;13;11;Finished;0.0;44;+1:21.936;5104132;545000;3244000;;2;19.9875;39.975
McLaren;18;Jenson Button;British;12;2013;14;Autodromo Nazionale di Monza;Monza;Italy;9;10;Finished;1.0;53;+38.327;4751679;2179000;2003000;1955000;1;24.45;24.45
McLaren;815;Sergio Perez;Mexican;12;2013;14;Autodromo Nazionale di Monza;Monza;Italy;8;12;Finished;0.0;53;+39.765;4753117;2075000;2032000;1942000;1;25.933;25.933
McLaren;18;Jenson Button;British;13;2013;15;Marina Bay Street Circuit;Marina Bay;Singapore;8;7;Finished;6.0;61;+1:23.354;7236486;2709000;3137000;2922000;2;29.6845;59.369
McLaren;815;Sergio Perez;Mexican;13;2013;15;Marina Bay Street Circuit;Marina Bay;Singapore;14;8;Finished;4.0;61;+1:23.820;7236952;2864000;3392000;;2;29.0525;58.105
McLaren;18;Jenson Button;British;14;2013;35;Korean International Circuit;Yeongam County;Korea;11;8;Finished;4.0;55;+32.262;6225963;3162000;2645000;;2;26.447;52.894
McLaren;815;Sergio Perez;Mexican;14;2013;35;Korean International Circuit;Yeongam County;Korea;10;10;Finished;1.0;55;+35.155;6228856;2389000;2642000;;2;30.897;61.794
McLaren;18;Jenson Button;British;15;2013;22;Suzuka Circuit;Suzuka;Japan;10;9;Finished;2.0;53;+1:20.821;5290122;2526000;2698000;2687000;3;24.2767;72.83
McLaren;815;Sergio Perez;Mexican;16;2013;68;Buddh International Circuit;Uttar Pradesh;India;9;5;Finished;10.0;60;+43.829;5516016;1667000;1865000;1713000;2;24.2255;48.451
McLaren;815;Sergio Perez;Mexican;17;2013;24;Yas Marina Circuit;Abu Dhabi;UAE;8;9;Finished;2.0;55;+1:31.198;5977304;3147000;3212000;2528000;2;21.4365;42.873
McLaren;18;Jenson Button;British;17;2013;24;Yas Marina Circuit;Abu Dhabi;UAE;12;12;Finished;0.0;55;+1:43.767;5989873;3277000;2660000;;2;24.346;48.692
McLaren;815;Sergio Perez;Mexican;18;2013;69;Circuit of the Americas;Austin;USA;7;7;Finished;6.0;56;+46.692;6003840;2647000;2320000;2672000;1;23.808;23.808
McLaren;18;Jenson Button;British;18;2013;69;Circuit of the Americas;Austin;USA;15;10;Finished;1.0;56;+1:17.278;6034426;2868000;2497000;;1;24.589;24.589
McLaren;18;Jenson Button;British;19;2013;18;Autódromo José Carlos Pace;São Paulo;Brazil;14;4;Finished;12.0;71;+37.360;5593660;1958000;1988000;;2;23.267;46.534
McLaren;815;Sergio Perez;Mexican;19;2013;18;Autódromo José Carlos Pace;São Paulo;Brazil;19;6;Finished;8.0;71;+44.051;5600351;2301000;1949000;;2;22.494;44.988
McLaren;825;Kevin Magnussen;Danish;1;2014;1;Albert Park Grand Prix Circuit;Melbourne;Australia;4;2;Finished;18.0;57;+26.777;5605487;2749000;2827000;3445000;2;22.7115;45.423
McLaren;18;Jenson Button;British;1;2014;1;Albert Park Grand Prix Circuit;Melbourne;Australia;10;3;Finished;15.0;57;+30.027;5608737;2256000;3077000;;2;22.405;44.81
McLaren;18;Jenson Button;British;2;2014;2;Sepang International Circuit;Kuala Lumpur;Malaysia;10;6;Finished;8.0;56;+1:23.691;6109665;889000;870000;293000;3;24.7977;74.393
McLaren;18;Jenson Button;British;7;2014;7;Circuit Gilles Villeneuve;Montreal;Canada;9;4;Finished;12.0;70;+11.755;5964585;1591000;1174000;1142000;2;24.2715;48.543
McLaren;825;Kevin Magnussen;Danish;7;2014;7;Circuit Gilles Villeneuve;Montreal;Canada;12;9;Finished;2.0;70;+29.254;5982084;1406000;1270000;;2;23.693;47.386
McLaren;825;Kevin Magnussen;Danish;8;2014;70;Red Bull Ring;Spielberg;Austria;6;7;Finished;6.0;71;+32.031;5307007;681000;1013000;1055000;2;21.776;43.552
McLaren;18;Jenson Button;British;8;2014;70;Red Bull Ring;Spielberg;Austria;11;11;Finished;0.0;71;+50.966;5325942;852000;1320000;;2;21.3735;42.747
McLaren;18;Jenson Button;British;9;2014;9;Silverstone Circuit;Silverstone;UK;3;4;Finished;12.0;52;+47.390;8859484;3065000;2739000;2480000;1;28.645;28.645
McLaren;825;Kevin Magnussen;Danish;9;2014;9;Silverstone Circuit;Silverstone;UK;5;7;Finished;6.0;52;+1:02.563;8874657;3027000;2590000;2697000;1;28.745;28.745
McLaren;18;Jenson Button;British;10;2014;10;Hockenheimring;Hockenheim;Germany;11;8;Finished;4.0;67;+1:24.711;5707625;1505000;1273000;;3;20.247;60.741
McLaren;18;Jenson Button;British;11;2014;11;Hungaroring;Budapest;Hungary;7;10;Finished;1.0;70;+1:07.280;6852338;2172000;1942000;1734000;3;23.9183;71.755
McLaren;825;Kevin Magnussen;Danish;11;2014;11;Hungaroring;Budapest;Hungary;21;12;Finished;0.0;70;+1:18.465;6863523;2138000;2025000;;2;22.679;45.358
McLaren;18;Jenson Button;British;12;2014;13;Circuit de Spa-Francorchamps;Spa;Belgium;10;6;Finished;8.0;44;+54.580;5131136;1129000;812000;1316000;2;22.694;45.388
McLaren;825;Kevin Magnussen;Danish;12;2014;13;Circuit de Spa-Francorchamps;Spa;Belgium;7;12;Finished;0.0;44;+1:14.262;5150818;741000;1381000;1159000;2;22.7645;45.529
McLaren;18;Jenson Button;British;13;2014;14;Autodromo Nazionale di Monza;Monza;Italy;6;8;Finished;4.0;53;+1:03.063;4813299;1888000;2130000;1879000;1;24.669;24.669
